siec,unit,geo\time,2000 ,2001 ,2002 ,2003 ,2004 ,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 
O4000XBIO,PC,EU27_2020,93.276 ,92.916 ,91.873 ,93.088 ,92.727 ,93.847 ,93.776 ,93.111 ,94.537 ,93.977 ,93.965 ,93.330 ,93.852 ,94.321 ,94.085 ,96.746 ,94.702 ,93.782 ,94.524 ,96.727 ,96.777 ,91.672 
O4000XBIO,PC,FI,104.066 ,103.436 ,93.885 ,101.183 ,96.144 ,99.097 ,100.390 ,100.202 ,103.588 ,101.122 ,92.272 ,99.935 ,95.631 ,109.192 ,98.175 ,109.478 ,97.364 ,96.110 ,98.182 ,95.120 ,102.416 ,95.498 
O4000XBIO,PC,FR,99.533 ,97.763 ,98.711 ,99.416 ,97.833 ,99.380 ,98.467 ,98.030 ,97.878 ,97.840 ,97.907 ,98.345 ,98.215 ,99.302 ,98.562 ,98.599 ,97.651 ,99.114 ,98.038 ,98.419 ,98.539 ,97.255 
O4000XBIO,PC,HR,60.730 ,67.401 ,81.472 ,70.712 ,77.670 ,79.394 ,76.581 ,81.596 ,84.237 ,77.863 ,80.653 ,81.205 ,75.130 ,78.793 ,75.746 ,81.444 ,78.987 ,77.130 ,82.112 ,76.278 ,73.684 ,78.389 
O4000XBIO,PC,HU,75.879 ,71.482 ,72.854 ,76.342 ,78.211 ,81.998 ,79.333 ,82.926 ,81.630 ,78.639 ,85.293 ,83.116 ,82.009 ,85.254 ,88.264 ,93.700 ,90.073 ,86.980 ,86.217 ,86.649 ,87.111 ,86.870 
O4000XBIO,PC,IE,98.778 ,101.756 ,101.453 ,100.507 ,100.307 ,100.010 ,100.836 ,97.070 ,101.176 ,99.082 ,97.482 ,101.753 ,99.325 ,101.065 ,98.417 ,104.591 ,99.084 ,98.138 ,98.006 ,98.772 ,103.342 ,98.091 
O4000XBIO,PC,IS,104.289 ,99.691 ,97.354 ,94.231 ,103.321 ,102.012 ,97.386 ,99.936 ,99.831 ,101.893 ,95.636 ,100.573 ,100.716 ,101.794 ,98.979 ,102.534 ,100.979 ,99.799 ,105.828 ,95.742 ,95.886 ,104.526 
O4000XBIO,PC,IT,96.135 ,92.930 ,94.093 ,93.034 ,93.137 ,91.804 ,93.174 ,92.264 ,91.947 ,91.922 ,93.576 ,91.039 ,90.065 ,90.714 ,88.536 ,89.433 ,90.948 ,91.515 ,89.845 ,92.510 ,88.717 ,84.326 
O4000XBIO,PC,LT,100.978 ,75.440 ,76.469 ,89.443 ,94.759 ,93.445 ,97.953 ,95.085 ,92.806 ,89.998 ,98.667 ,91.549 ,93.114 ,93.369 ,93.153 ,100.712 ,97.912 ,94.995 ,98.438 ,100.828 ,102.673 ,101.702 
O4000XBIO,PC,LU,102.098 ,98.814 ,100.677 ,100.209 ,99.583 ,99.387 ,100.983 ,98.751 ,100.179 ,100.094 ,99.348 ,99.685 ,100.461 ,100.325 ,100.228 ,99.295 ,100.039 ,99.708 ,99.733 ,100.371 ,99.926 ,99.850 
O4000XBIO,PC,LV,94.867 ,101.365 ,97.990 ,99.216 ,100.288 ,102.174 ,102.196 ,98.248 ,99.027 ,99.504 ,94.442 ,101.825 ,101.679 ,100.387 ,92.444 ,102.920 ,109.121 ,100.121 ,98.079 ,100.194 ,105.579 ,93.655 
O4000XBIO,PC,ME,: ,: ,: ,: ,: ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,102.947 ,97.670 ,104.508 ,101.866 ,100.654 ,96.899 ,95.291 ,99.188 
O4000XBIO,PC,MK,97.176 ,102.737 ,108.369 ,90.627 ,102.353 ,102.418 ,100.192 ,96.590 ,97.451 ,106.394 ,97.834 ,97.307 ,103.737 ,93.931 ,99.888 ,99.827 ,101.886 ,99.678 ,99.215 ,101.847 ,103.427 ,100.812 
O4000XBIO,PC,MT,100.246 ,99.822 ,99.817 ,99.843 ,99.850 ,100.000 ,100.000 ,100.000 ,100.000 ,99.972 ,99.215 ,101.587 ,101.386 ,104.622 ,98.273 ,97.876 ,101.815 ,104.180 ,97.417 ,97.803 ,99.270 ,97.852 
O4000XBIO,PC,NL,97.364 ,93.762 ,90.819 ,91.843 ,95.165 ,96.211 ,96.069 ,92.365 ,97.650 ,97.861 ,94.222 ,92.251 ,97.903 ,95.284 ,91.347 ,101.724 ,95.046 ,90.542 ,93.919 ,101.077 ,100.158 ,85.613 
O4000XBIO,PC,NO,-1598.987 ,-1746.682 ,-1637.971 ,-1345.487 ,-1114.600 ,-967.907 ,-858.789 ,-1031.753 ,-817.782 ,-752.495 ,-689.530 ,-805.550 ,-682.553 ,-566.435 ,-733.205 ,-1258.622 ,-864.584 ,-721.198 ,-704.137 ,-748.468 ,-911.281 ,-988.559 
O4000XBIO,PC,PL,99.708 ,93.435 ,96.561 ,98.503 ,96.386 ,98.492 ,100.597 ,105.509 ,97.351 ,99.831 ,98.203 ,96.829 ,96.625 ,93.539 ,95.451 ,99.497 ,94.957 ,98.598 ,98.770 ,97.333 ,96.861 ,96.393 
O4000XBIO,PC,PT,99.384 ,102.833 ,96.235 ,103.090 ,97.866 ,102.342 ,99.083 ,98.061 ,102.965 ,99.309 ,97.538 ,100.829 ,99.180 ,97.143 ,97.379 ,101.719 ,98.712 ,100.202 ,103.935 ,98.141 ,97.558 ,97.901 
O4000XBIO,PC,RO,34.446 ,46.681 ,33.720 ,32.218 ,46.775 ,38.605 ,43.742 ,51.563 ,52.157 ,52.100 ,52.622 ,47.394 ,52.173 ,47.653 ,54.945 ,54.243 ,57.326 ,61.289 ,63.128 ,65.367 ,64.642 ,68.178 
O4000XBIO,PC,RS,32.827 ,66.062 ,73.800 ,77.778 ,84.411 ,85.043 ,85.927 ,83.401 ,86.814 ,80.432 ,74.812 ,72.639 ,65.435 ,60.724 ,61.704 ,64.100 ,72.512 ,75.405 ,76.101 ,75.678 ,76.503 ,75.285 
O4000XBIO,PC,SE,100.758 ,104.250 ,91.513 ,105.082 ,98.095 ,103.881 ,99.409 ,99.132 ,102.651 ,101.663 ,93.662 ,98.623 ,95.509 ,100.436 ,101.572 ,114.645 ,107.341 ,86.791 ,90.630 ,106.841 ,118.053 ,71.570 
O4000XBIO,PC,SI,101.542 ,97.925 ,100.672 ,101.333 ,101.377 ,101.248 ,97.810 ,98.860 ,101.680 ,100.295 ,99.163 ,99.703 ,104.251 ,97.257 ,97.686 ,99.614 ,100.296 ,103.178 ,99.240 ,101.441 ,99.470 ,99.554 
O4000XBIO,PC,SK,92.483 ,97.472 ,97.417 ,101.002 ,103.644 ,97.360 ,104.403 ,100.980 ,100.988 ,97.911 ,98.433 ,100.898 ,99.435 ,100.996 ,102.547 ,100.607 ,102.026 ,97.540 ,101.251 ,101.264 ,101.986 ,98.265 
O4000XBIO,PC,TR,93.420 ,91.950 ,91.384 ,93.171 ,93.072 ,90.900 ,94.048 ,96.480 ,93.459 ,90.999 ,92.581 ,91.454 ,95.648 ,93.079 ,93.104 ,97.636 ,95.462 ,95.672 ,94.919 ,93.652 ,91.796 ,: 
O4000XBIO,PC,UK,-54.380 ,-43.822 ,-47.948 ,-33.389 ,-16.898 ,-3.113 ,8.659 ,2.106 ,9.102 ,7.716 ,14.078 ,26.808 ,36.673 ,39.547 ,42.188 ,36.712 ,34.146 ,35.647 ,28.721 ,27.824 ,: ,: 
O4000XBIO,PC,XK,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 ,100.000 
TOTAL,PC,AL,45.781 ,52.210 ,53.360 ,50.757 ,47.764 ,49.710 ,40.387 ,49.179 ,49.780 ,46.388 ,28.897 ,35.658 ,15.626 ,25.300 ,28.716 ,12.593 ,20.128 ,38.126 ,20.967 ,31.546 ,35.822 ,23.765 
TOTAL,PC,AT,65.543 ,65.040 ,68.022 ,70.993 ,71.451 ,71.761 ,72.249 ,68.480 ,68.738 ,65.121 ,62.779 ,69.976 ,63.782 ,61.261 ,65.620 ,60.371 ,62.099 ,63.928 ,64.221 ,71.597 ,58.415 ,51.951 
TOTAL,PC,BA,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,28.209 ,33.693 ,31.518 ,34.031 ,24.263 ,27.377 ,25.401 ,27.150 
TOTAL,PC,BE,78.164 ,80.693 ,77.667 ,79.704 ,79.774 ,79.912 ,79.485 ,76.882 ,80.846 ,75.921 ,78.553 ,76.464 ,76.563 ,77.777 ,80.102 ,84.145 ,75.891 ,75.257 ,82.968 ,77.592 ,78.043 ,70.817 
TOTAL,PC,BG,46.409 ,46.199 ,46.917 ,46.650 ,48.340 ,47.343 ,46.223 ,51.233 ,52.154 ,45.393 ,40.146 ,36.732 ,36.859 ,38.313 ,35.171 ,36.446 ,38.472 ,39.362 ,36.325 ,38.109 ,37.884 ,36.137 
TOTAL,PC,CY,98.632 ,96.075 ,100.557 ,96.074 ,95.457 ,100.703 ,102.508 ,95.894 ,97.427 ,96.130 ,100.636 ,92.263 ,96.748 ,96.071 ,93.086 ,97.319 ,95.841 ,95.927 ,92.491 ,92.792 ,93.179 ,89.524 
TOTAL,PC,CZ,22.704 ,25.012 ,26.204 ,24.929 ,25.338 ,27.846 ,27.498 ,24.989 ,27.736 ,26.866 ,25.379 ,28.831 ,25.413 ,27.580 ,30.227 ,32.089 ,32.800 ,37.162 ,36.879 ,40.807 ,38.763 ,39.996 
TOTAL,PC,DE,59.441 ,60.891 ,60.126 ,60.540 ,61.158 ,60.740 ,60.981 ,58.516 ,60.769 ,61.103 ,59.992 ,61.801 ,61.215 ,62.411 ,61.779 ,62.132 ,63.752 ,63.959 ,63.478 ,67.055 ,63.676 ,63.492 
TOTAL,PC,DK,-35.918 ,-28.630 ,-42.287 ,-31.541 ,-47.120 ,-50.618 ,-35.492 ,-24.247 ,-21.129 ,-18.800 ,-16.235 ,-6.315 ,-3.176 ,12.312 ,12.225 ,13.077 ,13.568 ,11.343 ,22.733 ,38.718 ,45.065 ,32.562 
TOTAL,PC,EA20,63.997 ,63.127 ,63.757 ,63.945 ,64.056 ,64.948 ,65.324 ,63.516 ,64.374 ,63.178 ,61.700 ,62.345 ,60.956 ,59.810 ,60.053 ,62.069 ,61.852 ,63.025 ,63.290 ,65.147 ,62.023 ,60.420 
TOTAL,PC,EE,33.984 ,33.740 ,32.106 ,29.768 ,30.108 ,26.879 ,30.031 ,24.291 ,27.215 ,27.171 ,14.680 ,13.646 ,20.647 ,14.522 ,11.562 ,11.181 ,8.069 ,4.584 ,1.208 ,4.725 ,10.525 ,1.412 
TOTAL,PC,EL,69.055 ,68.495 ,71.063 ,67.088 ,72.259 ,68.203 ,71.419 ,70.858 ,72.915 ,67.341 ,68.584 ,64.677 ,65.889 ,61.750 ,65.455 ,71.047 ,72.911 ,71.282 ,70.681 ,74.103 ,81.415 ,73.819 
TOTAL,PC,ES,76.797 ,74.797 ,78.642 ,76.738 ,77.652 ,81.534 ,81.505 ,79.560 ,81.605 ,79.549 ,77.003 ,76.012 ,72.798 ,69.997 ,72.557 ,72.741 ,71.486 ,73.886 ,73.613 ,75.034 ,67.892 ,69.094 
TOTAL,PC,EU27_2020,56.284 ,55.769 ,56.256 ,56.878 ,56.854 ,57.819 ,58.257 ,57.219 ,58.370 ,57.175 ,55.766 ,56.359 ,54.918 ,53.939 ,54.421 ,56.064 ,56.160 ,57.548 ,58.138 ,60.481 ,57.458 ,55.533 
TOTAL,PC,FI,55.475 ,55.337 ,52.360 ,59.095 ,54.731 ,54.459 ,54.073 ,53.320 ,54.483 ,54.795 ,48.859 ,53.914 ,47.109 ,49.662 ,49.935 ,47.946 ,46.161 ,43.939 ,45.341 ,43.017 ,43.156 ,37.989 
TOTAL,PC,FR,51.275 ,50.429 ,50.817 ,50.665 ,50.860 ,51.698 ,51.518 ,50.420 ,50.748 ,50.652 ,48.668 ,49.049 ,48.199 ,48.013 ,46.239 ,45.929 ,47.394 ,48.793 ,46.840 ,47.548 ,44.402 ,44.174 
TOTAL,PC,HR,48.345 ,46.556 ,54.450 ,50.697 ,51.876 ,52.595 ,49.170 ,51.805 ,54.755 ,46.044 ,46.696 ,49.641 ,49.847 ,47.436 ,44.206 ,48.791 ,48.430 ,53.157 ,52.695 ,56.216 ,53.564 ,54.539 
TOTAL,PC,HU,54.978 ,53.411 ,56.885 ,62.057 ,60.955 ,62.254 ,61.819 ,60.362 ,62.589 ,57.574 ,56.930 ,50.273 ,50.146 ,50.122 ,59.845 ,53.875 ,55.823 ,62.645 ,58.123 ,69.712 ,56.618 ,54.110 
TOTAL,PC,IE,85.433 ,89.605 ,88.086 ,90.265 ,91.614 ,89.655 ,90.758 ,87.563 ,90.010 ,87.821 ,87.484 ,90.352 ,83.710 ,91.624 ,86.150 ,88.777 ,69.082 ,66.870 ,67.556 ,68.631 ,71.153 ,76.963 
TOTAL,PC,IS,30.567 ,29.083 ,28.813 ,27.848 ,31.955 ,31.224 ,25.980 ,22.832 ,21.200 ,20.106 ,13.864 ,13.390 ,13.694 ,13.505 ,13.955 ,16.418 ,18.941 ,18.370 ,19.143 ,16.106 ,11.966 ,15.230 
TOTAL,PC,IT,86.523 ,83.244 ,85.589 ,82.995 ,84.360 ,83.348 ,85.867 ,83.002 ,82.804 ,80.777 ,82.571 ,81.353 ,79.109 ,76.736 ,75.811 ,77.030 ,77.653 ,76.979 ,76.338 ,77.484 ,73.454 ,73.537 
TOTAL,PC,LT,57.776 ,45.539 ,40.610 ,42.663 ,45.521 ,55.332 ,60.351 ,59.111 ,56.016 ,48.550 ,79.045 ,78.604 ,77.534 ,75.556 ,74.935 ,75.452 ,74.784 ,71.965 ,73.897 ,75.202 ,74.909 ,73.272 
TOTAL,PC,LU,99.598 ,97.374 ,98.610 ,98.378 ,97.892 ,97.376 ,98.232 ,96.668 ,97.446 ,97.514 ,97.069 ,97.293 ,97.510 ,97.100 ,96.626 ,95.958 ,96.280 ,95.558 ,95.153 ,95.006 ,92.331 ,92.468 
TOTAL,PC,LV,61.010 ,59.372 ,58.760 ,63.235 ,69.422 ,63.841 ,66.707 ,62.478 ,58.825 ,60.411 ,45.545 ,59.863 ,56.388 ,55.883 ,40.592 ,51.179 ,47.152 ,44.053 ,44.313 ,43.913 ,45.481 ,38.333 
TOTAL,PC,ME,: ,: ,: ,: ,: ,42.477 ,44.975 ,54.291 ,46.208 ,43.066 ,26.397 ,36.219 ,34.270 ,23.482 ,29.917 ,30.080 ,34.590 ,40.486 ,31.060 ,32.857 ,27.422 ,31.098 
TOTAL,PC,MK,40.758 ,38.793 ,46.368 ,39.189 ,41.804 ,42.761 ,44.683 ,47.116 ,46.304 ,45.221 ,44.005 ,45.620 ,48.187 ,46.729 ,51.550 ,52.432 ,58.754 ,56.186 ,58.388 ,58.146 ,63.477 ,68.040 
TOTAL,PC,MT,100.246 ,99.822 ,99.802 ,99.826 ,99.829 ,99.967 ,99.962 ,99.956 ,99.952 ,99.926 ,99.036 ,101.300 ,100.973 ,104.139 ,97.657 ,97.296 ,101.076 ,103.052 ,97.527 ,97.274 ,97.555 ,97.058 
TOTAL,PC,NL,38.267 ,34.403 ,35.084 ,38.717 ,32.149 ,37.784 ,38.561 ,37.407 ,33.555 ,34.059 ,28.279 ,29.357 ,30.635 ,23.738 ,30.948 ,48.998 ,45.910 ,51.789 ,59.436 ,64.359 ,68.021 ,58.379 
TOTAL,PC,NO,-723.443 ,-716.791 ,-801.071 ,-739.130 ,-702.544 ,-661.358 ,-627.919 ,-648.208 ,-592.319 ,-601.253 ,-535.493 ,-589.248 ,-568.802 ,-508.146 ,-565.514 ,-675.811 ,-611.554 ,-595.620 ,-563.210 ,-560.581 ,-618.061 ,-616.598 
TOTAL,PC,PL,10.722 ,10.450 ,11.439 ,13.309 ,14.727 ,17.748 ,20.149 ,25.790 ,30.862 ,32.041 ,31.569 ,34.020 ,31.628 ,26.254 ,29.415 ,29.848 ,30.760 ,38.269 ,43.505 ,45.237 ,42.760 ,40.443 
TOTAL,PC,PT,85.286 ,85.177 ,84.162 ,85.488 ,83.933 ,88.561 ,83.967 ,81.519 ,83.623 ,81.434 ,75.220 ,77.792 ,79.461 ,73.347 ,70.234 ,76.293 ,72.241 ,77.965 ,75.657 ,73.875 ,65.282 ,66.925 
TOTAL,PC,RO,21.884 ,26.272 ,24.275 ,25.418 ,30.036 ,27.474 ,29.158 ,31.460 ,27.650 ,19.890 ,21.386 ,21.140 ,22.463 ,18.317 ,16.663 ,16.687 ,21.901 ,23.295 ,24.291 ,30.282 ,28.191 ,31.645 
TOTAL,PC,RS,13.877 ,23.463 ,26.366 ,28.617 ,33.482 ,36.611 ,38.232 ,36.392 ,37.729 ,32.256 ,33.516 ,30.445 ,27.940 ,24.094 ,27.937 ,27.693 ,29.726 ,33.815 ,34.640 ,35.618 ,30.020 ,34.777 
TOTAL,PC,SE,39.316 ,37.005 ,37.664 ,43.679 ,37.256 ,38.075 ,38.227 ,36.797 ,38.416 ,38.186 ,37.990 ,36.476 ,30.164 ,32.790 ,32.335 ,30.061 ,33.301 ,26.658 ,29.059 ,30.044 ,31.980 ,21.217 
TOTAL,PC,SI,51.852 ,48.940 ,49.749 ,52.467 ,51.379 ,50.826 ,50.897 ,50.821 ,53.587 ,48.834 ,49.277 ,48.329 ,51.813 ,47.461 ,45.187 ,49.304 ,49.017 ,50.769 ,51.213 ,52.116 ,45.680 ,48.615 
TOTAL,PC,SK,65.065 ,62.537 ,64.476 ,64.918 ,68.180 ,65.990 ,64.344 ,69.736 ,65.842 ,67.692 ,64.448 ,65.933 ,61.625 ,60.825 ,62.135 ,60.102 ,60.551 ,64.845 ,63.679 ,69.762 ,56.329 ,52.584 
TOTAL,PC,TR,65.384 ,64.574 ,67.567 ,70.507 ,70.222 ,71.680 ,72.792 ,74.154 ,72.379 ,70.375 ,70.651 ,71.111 ,75.642 ,75.385 ,76.294 ,77.877 ,75.482 ,77.168 ,73.789 ,69.952 ,70.648 ,: 
TOTAL,PC,UK,-17.128 ,-9.526 ,-11.954 ,-5.960 ,4.485 ,13.363 ,21.132 ,20.378 ,26.236 ,27.274 ,29.008 ,36.942 ,43.387 ,47.758 ,46.773 ,37.638 ,35.639 ,35.575 ,35.513 ,34.829 ,: ,: 
TOTAL,PC,XK,27.108 ,27.121 ,27.186 ,26.714 ,27.143 ,28.216 ,29.470 ,29.034 ,27.071 ,25.880 ,24.605 ,27.504 ,27.249 ,21.847 ,27.178 ,27.601 ,23.609 ,29.957 ,29.274 ,30.534 ,29.537 ,32.576 
