indicator,sex,prof_pos,sectperf,unit,geo\time,2000 ,2001 ,2002 ,2003 ,2004 ,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 
ind9,T,TOTAL,GOV,PC_ACT_FTE,UK,0.1041 ,0.0818 b,0.0737 ,0.0732 ,0.0711 ,0.069 ,0.0684 ,0.0608 ,0.0609 ,0.0613 ,0.061 ,0.0547 ,0.0542 ,0.053 ,0.0515 ,0.046 ,0.0454 ,0.0456 ,0.0451 ,0.0449 p,: ,: 
ind9,T,TOTAL,HES,PC_ACT_FTE,AT,: ,: ,0.2576 ,: ,0.2976 ,0.314 e,0.3172 ,0.335 ,0.3617 e,0.363 ,0.3814 e,0.3841 ,0.3936 e,0.3936 ,0.4068 e,0.4076 ,0.3944 e,0.3971 ,0.4166 e,0.4216 ,0.4281 e,0.4482 e
ind9,T,TOTAL,HES,PC_ACT_FTE,BE,0.363 ,0.3758 ,0.3679 ,0.375 ,0.3885 ,0.3872 ,0.4054 ,0.4157 ,0.4354 ,0.453 ,0.4603 ,0.4711 ,0.4693 ,0.4719 ,0.4817 ,0.5307 ,0.5057 ,0.5069 ,0.5069 ,0.5125 ,0.5195 e,0.4882 bp
ind9,T,TOTAL,HES,PC_ACT_FTE,BG,0.0724 ,0.0763 ,0.086 ,0.0889 ,0.0926 ,0.1026 ,0.1026 ,0.1238 ,0.1287 ,0.1564 ,0.1291 ,0.1583 ,0.1321 ,0.1362 ,0.1533 ,0.1382 ,0.1786 ,0.1349 ,0.1361 ,0.126 ,0.1274 ,0.1203 p
ind9,T,TOTAL,HES,PC_ACT_FTE,CH,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.575 ,: ,0.6099 ,: ,: ,0.6464 ,: ,0.6726 ,: ,0.6999 ,: ,: 
ind9,T,TOTAL,HES,PC_ACT_FTE,CY,0.0452 ,0.046 ,0.0643 ,0.0817 ,0.1071 ,0.1243 ,0.1277 ,0.1331 ,0.1238 ,0.139 ,0.144 ,0.1495 ,0.1406 ,0.1452 ,0.1409 ,0.1423 ,0.1429 ,0.1615 ,0.1722 ,0.1888 ,0.1939 ,0.1936 p
ind9,T,TOTAL,HES,PC_ACT_FTE,CZ,0.105 ,0.1198 ,0.1158 ,0.1187 ,0.1206 ,0.2144 b,0.2527 ,0.2467 ,0.2588 ,0.2651 ,0.2707 ,0.2861 ,0.3177 ,0.3115 ,0.3174 ,0.3243 ,0.2909 ,0.3011 ,0.346 ,0.3736 ,0.383 ,0.4009 p
ind9,T,TOTAL,HES,PC_ACT_FTE,DE,0.2578 ,0.259 ,0.2669 ,0.2551 ,0.2423 ,0.2339 ,0.2384 b,0.2536 ,0.2621 ,0.2874 ,0.3064 ,0.3126 ,0.3208 ,0.324 ,0.3287 ,0.3313 ,0.3432 b,0.3468 ,0.355 ,0.3525 ,0.3685 ,0.3734 p
ind9,T,TOTAL,HES,PC_ACT_FTE,DK,0.2818 ,0.2922 ,0.3663 b,0.3793 ,0.3906 ,0.4062 ,0.4202 ,0.479 b,0.5407 ,0.5912 ,0.6536 ,0.6729 ,0.717 ,0.7562 ,0.7546 ,0.7584 ,0.7727 ,0.7579 ,0.757 ,0.7572 p,0.7637 p,0.7794 p
ind9,T,TOTAL,HES,PC_ACT_FTE,EA19,0.2877 e,0.295 e,0.2966 e,0.2975 e,0.3008 e,0.3053 e,0.3126 e,0.3222 e,0.3363 e,0.3466 e,0.3556 e,0.354 e,0.3583 e,0.3636 e,0.3656 e,0.3727 e,0.3754 e,0.3814 e,0.3864 e,0.3927 e,0.4069 e,0.4194 p
ind9,T,TOTAL,HES,PC_ACT_FTE,EE,0.3461 ,0.3519 ,0.3983 ,0.377 ,0.4253 ,0.3363 ,0.3433 ,0.3623 ,0.3566 ,0.4012 ,0.369 ,0.4088 ,0.4505 ,0.4312 ,0.4744 ,0.4682 ,0.4512 ,0.4541 ,0.4868 ,0.446 ,0.4288 ,0.4354 p
ind9,T,TOTAL,HES,PC_ACT_FTE,EL,: ,0.3082 ,: ,0.3159 ,: ,0.3586 ,0.3878 e,0.3917 e,: ,: ,: ,0.4256 b,0.4261 ,0.4897 ,0.5051 ,0.5786 ,0.4316 ,0.4682 ,0.504 ,0.5443 ,0.6294 ,0.6148 p
ind9,T,TOTAL,HES,PC_ACT_FTE,ES,0.2763 ,0.3044 ,0.2876 ,0.3072 ,0.3125 ,0.3191 ,0.328 ,0.3373 ,0.3442 ,0.3514 ,0.3589 ,0.3475 ,0.3318 ,0.3251 ,0.3219 ,0.3221 ,0.3319 ,0.3515 ,0.3553 ,0.3642 ,0.3752 ,0.3852 p
ind9,T,TOTAL,HES,PC_ACT_FTE,EU27_2020,0.2651 e,0.2717 e,0.2772 e,0.2786 e,0.2827 e,0.286 e,0.2911 e,0.2999 e,0.3133 e,0.3246 e,0.3337 e,0.3341 e,0.3381 e,0.3417 e,0.3446 e,0.3499 e,0.3558 e,0.3656 e,0.3746 e,0.3837 e,0.3953 e,0.4049 p
ind9,T,TOTAL,HES,PC_ACT_FTE,FI,0.601 ,0.6026 ,0.6516 ,0.6778 ,0.6924 ,0.6721 ,0.6627 ,0.6247 ,0.5983 ,0.6306 ,0.6894 ,0.6083 b,0.6193 ,0.606 ,0.6191 ,0.6006 ,0.5863 ,0.6147 ,0.6233 ,0.6448 ,0.6492 ,0.6334 d
ind9,T,TOTAL,HES,PC_ACT_FTE,FR,: ,: ,: ,0.3441 ,0.3478 ,0.3513 ,0.3571 ,0.36 ,0.3658 ,0.363 ,0.367 ,0.3719 ,0.3725 ,0.3744 ,0.3805 ,0.4005 ,0.4057 ,0.4068 ,0.4055 ,0.4105 ,0.4178 ep,0.4587 
ind9,T,TOTAL,HES,PC_ACT_FTE,HR,: ,: ,: ,0.2131 ,0.2679 ,0.2288 ,0.2343 ,0.2327 ,0.2455 ,0.2387 ,0.2463 ,0.2426 ,0.2419 ,0.2477 ,0.2238 ,0.2504 ,0.2978 ,0.2963 ,0.2996 ,0.3423 ,0.3506 ,0.3575 
ind9,T,TOTAL,HES,PC_ACT_FTE,HU,0.2178 ,0.2056 ,0.2085 ,0.1997 ,0.2066 ,0.196 ,0.2019 ,0.1859 ,0.1926 ,0.1956 ,0.1915 ,0.1906 ,0.1849 ,0.1838 ,0.1751 ,0.1673 ,0.1599 ,0.1799 ,0.2754 b,0.2986 ,0.3118 ,0.3025 
ind9,T,TOTAL,HES,PC_ACT_FTE,IE,0.1427 ,0.1548 b,0.1667 ,0.2059 ,0.2411 ,0.2486 ,0.2554 ,0.2616 e,0.3089 ,0.2964 ,0.2948 ,0.2951 e,0.6006 ,0.6364 ,0.6752 ,0.5737 ,0.6719 ,0.5794 ,0.4863 ,0.4774 ,0.4882 e,0.5349 p
ind9,T,TOTAL,HES,PC_ACT_FTE,IS,: ,: ,: ,0.4727 ,: ,0.4696 ,0.4988 ,0.4469 ,0.459 ,0.6506 ,: ,0.6181 b,: ,0.6921 b,0.6921 ,0.5869 ,0.7312 ,0.5799 ,0.5679 ,: ,: ,0.6263 
ind9,T,TOTAL,HES,PC_ACT_FTE,IT,0.236 ,0.2513 ,0.2551 ,0.2496 ,0.2533 ,0.2798 b,0.2816 ,0.2961 ,0.2975 ,0.3115 ,0.3008 ,0.3057 ,0.3098 ,0.3144 ,0.3049 ,0.312 e,0.3221 e,0.3211 e,0.3246 e,0.3355 e,0.3443 e,0.3615 e
ind9,T,TOTAL,HES,PC_ACT_FTE,KR,0.1636 d,0.1444 d,0.1548 d,0.1774 d,0.1754 d,0.1776 d,0.1841 d,0.2505 b,0.248 ,0.2737 ,0.297 ,0.2927 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
ind9,T,TOTAL,HES,PC_ACT_FTE,LT,0.3803 ,0.4101 ,0.3566 ,0.3619 ,0.4154 ,0.4339 ,0.4851 ,0.4943 ,0.5127 ,0.498 ,0.5149 ,0.4721 ,0.452 ,0.4493 ,0.4332 ,0.4001 ,0.4114 ,0.3826 ,0.3764 ,0.415 ,0.4642 ,0.4889 
ind9,T,TOTAL,HES,PC_ACT_FTE,LU,0.0126 ,0.0184 ,: ,0.0176 e,0.0761 ,0.0839 ,0.094 ,0.0992 e,0.1535 ,0.2135 ,0.2392 ,0.2695 ,0.2938 ,0.345 ,0.3835 ,0.3859 ,0.396 ,0.407 ,0.4101 ,0.4419 ,0.4647 ,0.4915 p
ind9,T,TOTAL,HES,PC_ACT_FTE,LV,0.2691 ,0.2853 ,0.2733 ,0.28 ,0.3018 ,0.2723 ,0.3257 ,0.3582 ,0.3442 ,0.3048 ,0.3186 ,0.3379 ,0.3524 ,0.329 ,0.3296 ,0.3359 ,0.3295 ,0.3649 ,0.3764 ,0.4001 ,0.4374 ,0.4562 p
ind9,T,TOTAL,HES,PC_ACT_FTE,ME,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.0984 ,: ,0.1016 ,0.1041 ,0.151 ,0.1399 ,0.1353 ,0.136 ,0.1017 ,: ,: 
ind9,T,TOTAL,HES,PC_ACT_FTE,MK,: ,: ,: ,: ,: ,: ,0.0717 ,0.0714 ,0.0616 ,0.0552 ,0.0744 ,0.0649 ,0.0939 ,0.1023 ,0.1334 ,0.1493 ,0.1431 ,0.1193 ,0.1295 ,0.119 ,0.1248 ,: 
ind9,T,TOTAL,HES,PC_ACT_FTE,MT,: ,: ,0.1688 ,0.1784 ,0.1825 ,0.1836 ,0.1909 ,0.1879 ,0.1994 ,0.1694 ,0.1808 ,0.1813 ,0.1969 ,0.2204 ,0.2305 ,0.2244 ,0.2102 ,0.2136 ,0.2098 ,0.2193 ,0.2232 ,0.2441 
ind9,T,TOTAL,HES,PC_ACT_FTE,NL,0.3733 ,0.3747 ,0.3702 ,0.3757 ,0.3822 ,0.3839 ,0.3799 ,0.3758 ,0.3818 ,0.3845 ,0.3951 ,0.3635 ,0.3566 ,0.3585 b,0.3712 ,0.3736 ,0.3688 ,0.3783 ,0.3793 ,0.388 ,0.413 ,0.4119 p
ind9,T,TOTAL,HES,PC_ACT_FTE,NO,: ,0.3238 ,0.3333 ,0.3423 ,0.3656 ,0.4014 ,0.413 ,0.4503 b,0.4495 ,0.4585 ,0.469 ,0.4755 ,0.4741 ,0.4805 ,0.4893 ,0.5177 ,0.5516 ,0.5801 ,0.5948 ,0.6153 ,0.5826 ,0.6334 
ind9,T,TOTAL,HES,PC_ACT_FTE,PL,0.2452 ,0.2489 ,0.259 ,0.2671 ,0.2724 ,0.2653 ,0.249 ,0.2564 ,0.2593 ,0.2517 ,0.2633 ,0.2678 ,0.2577 ,0.2482 ,0.264 ,0.268 ,0.3092 ,0.3909 ,0.4224 ,0.4439 ,0.4404 ,0.4397 p
ind9,T,TOTAL,HES,PC_ACT_FTE,PT,0.1955 e,0.2025 ,0.2096 e,0.2184 ,0.2238 e,0.2274 ,0.2486 e,0.27 ,0.4692 b,0.4995 ,0.5008 ,0.4898 ,0.4959 ,0.5681 b,0.5506 ,0.5541 ,0.5803 ,0.6118 ,0.6376 ,0.6379 ,0.6468 ,0.6283 p
ind9,T,TOTAL,HES,PC_ACT_FTE,RO,0.0363 ,0.0417 ,0.0563 ,0.0703 ,0.0733 ,0.0727 ,0.0742 ,0.0731 ,0.0892 ,0.1086 ,0.1144 ,0.1132 b,0.1106 ,0.1209 ,0.1127 ,0.1121 ,0.1081 ,0.104 ,0.0954 ,0.0939 ,0.1096 ,0.1025 p
ind9,T,TOTAL,HES,PC_ACT_FTE,RS,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.3691 ,0.39 ,0.3808 ,0.3926 ,0.3872 ,0.4391 ,0.4199 ,0.4116 ,0.4143 ,0.4065 ,0.4325 ,0.4111 
ind9,T,TOTAL,HES,PC_ACT_FTE,RU,0.1368 ,0.1442 ,0.1358 ,0.1374 ,0.1362 ,0.1327 ,0.1357 ,0.1403 ,0.1411 ,0.1406 ,0.1502 ,0.1599 ,0.1577 ,: ,: ,: ,: ,: ,: ,: ,: ,: 
ind9,T,TOTAL,HES,PC_ACT_FTE,SE,: ,0.444 ,: ,0.4776 ,0.4848 ,0.3833 b,0.3656 ,0.3689 ,0.3669 e,0.3967 ,0.4073 e,0.4133 ,0.4477 e,0.4271 ,0.4519 e,0.4289 ,0.4337 e,0.3928 ,0.3739 ,0.4198 ,0.4092 ,0.3936 bd
ind9,T,TOTAL,HES,PC_ACT_FTE,SI,0.1854 ,0.1871 ,0.1738 ,0.1515 ,0.1511 ,0.2118 ,0.2122 ,0.1936 ,0.2063 ,0.2333 ,0.2708 ,0.3036 b,0.2962 ,0.2856 ,0.2713 ,0.2597 ,0.2383 ,0.2388 ,0.2643 ,0.2868 ,0.2896 ,0.3103 p
ind9,T,TOTAL,HES,PC_ACT_FTE,SK,0.2271 ,0.2166 ,0.205 ,0.2241 ,0.2758 ,0.2711 ,0.3071 ,0.321 ,0.3213 ,0.34 ,0.3803 ,0.3909 ,0.3657 ,0.359 ,0.3343 ,0.3154 ,0.3063 ,0.3231 ,0.3449 ,0.3597 ,0.3723 ,0.3645 
ind9,T,TOTAL,HES,PC_ACT_FTE,TR,: ,: ,: ,: ,: ,: ,0.1224 e,0.1329 e,0.1306 e,0.1307 e,0.1333 e,0.1383 e,0.1547 e,0.156 e,0.1469 e,0.1498 ,0.1767 ,0.1763 ,0.1797 ,0.1865 ,0.1983 ,: 
ind9,T,TOTAL,HES,PC_ACT_FTE,UK,: ,: ,: ,: ,: ,0.5159 be,0.5262 e,0.5341 e,0.535 e,0.5509 e,0.5547 e,0.5662 e,0.5568 e,0.5673 e,0.5804 e,0.5883 ,0.5836 ,0.59 ,0.5873 ,0.5878 p,: ,: 
ind9,T,TOTAL,PNP,PC_ACT_FTE,AT,: ,: ,0.0059 ,: ,0.0055 ,0.0044 e,0.004 ,0.004 ,0.0043 e,0.0096 ,0.0099 e,0.0098 ,0.0094 e,0.0093 ,0.0112 e,0.0117 ,0.0131 e,0.0131 ,0.0138 e,0.0139 ,0.0142 e,0.0148 e
ind9,T,TOTAL,PNP,PC_ACT_FTE,BE,0.0119 ,0.0127 ,0.0131 ,0.0134 ,0.0127 ,0.0119 ,0.012 ,0.012 ,0.0121 ,0.0121 ,0.0125 ,0.0125 ,0.0064 b,0.0064 ,0.0059 ,0.0078 ,0.0101 ,0.0116 ,0.0439 ,0.044 ,0.021 e,0.0526 bp
ind9,T,TOTAL,PNP,PC_ACT_FTE,BG,0.0014 ,0.0023 ,0.0006 ,0.0022 ,0.0021 ,0.0077 ,0.0041 ,0.0036 ,0.0025 ,0.0018 ,0.0026 ,0.0028 ,0.0037 ,0.0056 ,0.0039 ,0.005 ,0.0017 ,0.0046 ,0.0036 ,0.0044 ,0.0048 ,0.0039 p
ind9,T,TOTAL,PNP,PC_ACT_FTE,CY,0.0162 ,0.0154 ,0.0168 ,0.0192 ,0.0209 ,0.0241 ,0.0263 ,0.0295 ,0.0291 ,0.035 ,0.0341 ,0.0353 ,0.0373 ,0.0349 ,0.0472 ,0.0422 ,0.0434 ,0.0478 ,0.0486 ,0.0713 ,0.0813 ,0.0841 p
ind9,T,TOTAL,PNP,PC_ACT_FTE,CZ,0.0038 ,0.0049 ,0.0035 ,0.0056 ,0.0034 ,0.0045 b,0.003 ,0.0033 ,0.004 ,0.0048 ,0.006 ,0.0064 ,0.0062 ,0.0052 ,0.0054 ,0.0048 ,0.0042 ,0.0053 ,0.0044 ,0.0052 ,0.0053 ,0.0056 p
ind9,T,TOTAL,PNP,PC_ACT_FTE,DE,: ,: ,: ,: ,: ,: ,: ,: ,: d,: d,: d,: d,: d,: d,: d,: ,: ,: ,: ,: ,: ,: 
ind9,T,TOTAL,PNP,PC_ACT_FTE,DK,0.0104 ,0.01 ,0.0082 ,0.0085 ,0.0091 ,0.0119 ,0.01 ,0.0096 b,0.0096 ,0.0097 ,0.0104 ,0.0097 ,0.0108 ,0.0105 ,0.0104 ,0.0106 ,0.0111 ,0.0094 ,0.008 ,0.009 p,0.0091 p,0.0089 p
ind9,T,TOTAL,PNP,PC_ACT_FTE,EA19,0.0093 e,0.0093 e,0.0106 e,0.0099 e,0.0101 e,0.0109 e,0.0131 e,0.013 e,0.0129 e,0.0135 e,0.0128 e,0.0128 e,0.0128 e,0.0102 e,0.011 e,0.0112 e,0.0116 e,0.0113 e,0.0122 e,0.013 e,0.0126 e,0.0144 p
ind9,T,TOTAL,PNP,PC_ACT_FTE,EE,0.006 ,0.0076 ,0.0107 ,0.0151 ,0.0139 ,0.0142 ,0.0159 ,0.0188 ,0.0157 ,0.0149 ,0.0127 ,0.0138 ,0.014 ,0.0133 ,0.0147 ,0.015 ,0.0163 ,0.0149 ,0.0182 ,0.0141 ,0.0145 ,0.0163 p
ind9,T,TOTAL,PNP,PC_ACT_FTE,EL,: ,0.0021 ,: ,0.0041 ,: ,0.004 ,0.0042 e,0.0044 e,: ,: ,: ,0.0068 ,0.0071 ,0.0111 ,0.0109 ,0.0109 ,0.0113 ,0.0111 ,0.0119 ,0.0099 ,0.0085 ,0.0081 p
ind9,T,TOTAL,PNP,PC_ACT_FTE,ES,0.0095 ,0.0067 ,0.0025 b,0.002 ,0.0015 ,0.0017 ,0.0026 ,0.0022 ,0.0021 ,0.0023 ,0.0021 ,0.0018 ,0.0019 ,0.0017 ,0.0017 ,0.0019 ,0.0026 ,0.0023 ,0.0025 ,0.0024 ,0.0025 ,0.0028 p
ind9,T,TOTAL,PNP,PC_ACT_FTE,EU27_2020,0.0073 e,0.0074 e,0.0084 e,0.0081 e,0.0083 e,0.009 e,0.0106 e,0.0104 e,0.0103 e,0.0108 e,0.0104 e,0.0105 e,0.0106 e,0.0085 e,0.0091 e,0.0091 e,0.0097 e,0.0097 e,0.0105 e,0.0109 e,0.0106 e,0.0119 p
ind9,T,TOTAL,PNP,PC_ACT_FTE,FI,0.0174 ,0.0174 ,0.0176 ,0.0192 ,0.0198 ,0.0188 ,0.0188 ,0.018 ,0.0186 ,0.0212 ,0.0223 ,0.0238 ,0.0209 ,0.0211 ,0.0225 ,0.0218 ,0.0232 ,0.0232 ,0.0249 ,0.0228 ,0.0233 ,0.0233 d
ind9,T,TOTAL,PNP,PC_ACT_FTE,FR,: ,: ,: ,0.0225 ,0.0226 ,0.0224 ,0.0217 ,0.0203 ,0.0196 ,0.0212 ,0.0195 ,0.02 ,0.0228 ,0.0233 ,0.026 ,0.0248 ,0.026 ,0.0256 ,0.0259 ,0.0271 ,0.0276 ep,0.0304 
ind9,T,TOTAL,PNP,PC_ACT_FTE,HR,: ,: ,: ,: ,: ,0.001 ,0.0016 ,0.0007 ,0.0008 ,0.0009 ,0.001 ,0.001 ,: d,: d,: d,: d,: ,: ,: ,: ,: ,: 
ind9,T,TOTAL,PNP,PC_ACT_FTE,IS,: ,: ,: ,0.0552 ,: ,0.0671 ,0.0648 ,0.0527 ,0.0541 ,0.0638 ,: ,0.0596 b,: ,: ,: ,: ,0 ,0 ,0 ,: ,: ,: 
ind9,T,TOTAL,PNP,PC_ACT_FTE,IT,: ,: ,0.0109 ,0.0126 ,0.0142 ,0.0203 ,0.0336 ,0.0337 ,0.0325 ,0.0334 ,0.0269 ,0.0238 ,0.0242 ,0.0246 ,0.0262 ,0.0281 ,0.0275 ,0.0262 ,0.0243 ,0.0282 ,0.0289 ,0.0289 
ind9,T,TOTAL,PNP,PC_ACT_FTE,KR,0.0071 d,0.0065 d,0.0091 d,0.0095 d,0.01 d,0.0124 d,0.0116 d,0.0133 b,0.0159 ,0.017 ,0.0184 ,0.0214 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
ind9,T,TOTAL,PNP,PC_ACT_FTE,LU,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: 
ind9,T,TOTAL,PNP,PC_ACT_FTE,LV,0.0001 ,0.0001 ,0.0001 ,0 ,0.0001 ,0.0001 ,0.0001 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
ind9,T,TOTAL,PNP,PC_ACT_FTE,ME,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.0037 ,: ,0.0066 ,0.009 ,0.0117 ,0.0106 ,0.008 ,0.0097 ,0.0004 ,: ,: 
ind9,T,TOTAL,PNP,PC_ACT_FTE,MK,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.0023 ,0.0018 ,0.0071 ,0.0049 ,0.0047 ,0.0033 ,0.0017 ,: 
ind9,T,TOTAL,PNP,PC_ACT_FTE,MT,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
ind9,T,TOTAL,PNP,PC_ACT_FTE,NL,0.0136 ,0.0121 ,0.0108 ,: d,: d,: d,: d,: d,: d,: d,: d,: d,: d,0 bd,0 d,0 d,0 d,0 d,0 d,0 d,0 d,0 dp
ind9,T,TOTAL,PNP,PC_ACT_FTE,PL,0.0001 ,0.0004 ,0.0007 ,0.0006 ,0.0008 ,0.0009 ,0.0011 ,0.0013 ,0.0003 ,0.0001 ,0.0008 ,0.0008 ,0.0015 ,0.0011 ,0.0011 ,0.001 ,0.0039 ,0.0073 ,0.0088 ,0.005 ,0.0044 ,0.004 p
ind9,T,TOTAL,PNP,PC_ACT_FTE,PT,0.0546 e,0.0588 ,0.0619 e,0.0655 ,0.0659 e,0.0658 ,0.0714 e,0.077 ,0.0841 ,0.0868 ,0.103 ,0.1162 ,0.1046 ,0.0155 b,0.0128 ,0.0133 ,0.0139 ,0.0139 ,0.0154 ,0.016 ,0.0225 ,0.0262 p
ind9,T,TOTAL,PNP,PC_ACT_FTE,RO,: ,: ,: ,0.0022 ,0.0024 ,0.0022 ,0.001 ,0.0016 ,0.0013 ,0.0013 ,0.0018 ,0.0025 b,0.002 ,0.0017 ,0.0015 ,0.0014 ,0.002 ,0.0018 ,0.0021 ,0.0027 ,0.0028 ,0.0029 p
ind9,T,TOTAL,PNP,PC_ACT_FTE,RS,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0.0001 ,0.0005 ,0.0006 ,0.0002 ,0.0001 ,0.0008 ,0.0009 ,0.0008 ,0 ,0 ,0.0001 ,0 
ind9,T,TOTAL,PNP,PC_ACT_FTE,RU,0.0034 ,0.0042 ,0.0028 ,0.0037 ,0.0022 ,0.0021 ,0.0031 ,0.0045 ,0.0036 ,0.0031 ,0.0027 ,0.0026 ,0.0031 ,: ,: ,: ,: ,: ,: ,: ,: ,: 
ind9,T,TOTAL,PNP,PC_ACT_FTE,SE,: ,0.0023 ,: ,0.0082 ,0.0082 ,0.007 ,0.0068 ,0.0021 b,0.0048 e,0.0021 be,0.0008 e,0.0054 b,0.006 e,0.0066 ,0.0071 e,0.0038 ,0.0045 e,0.0021 ,0.0017 ,0.002 e,0.002 e,0.002 d
ind9,T,TOTAL,PNP,PC_ACT_FTE,SI,0.0156 ,0.0196 ,0.0203 ,0.0039 ,0.0046 ,0.0031 ,0.0028 ,0.0024 ,0.0023 ,0.0019 ,0.0016 ,0.0016 b,0.0018 ,0.0017 ,0.0013 ,0.0011 ,0.0012 ,0.0041 ,0.0058 ,0.0105 ,0.0144 ,0.0161 p
ind9,T,TOTAL,PNP,PC_ACT_FTE,SK,0 ,0 ,0.0001 ,0.0002 ,0.0029 ,0.0006 ,0.0006 ,0.0006 ,0.0007 ,0.0003 ,0.0023 ,0.0017 ,0.0016 ,0.0013 ,0.0006 ,0.0013 ,0.0031 ,0.0031 ,0.0023 ,0.0003 ,0.0004 ,0.0004 
ind9,T,TOTAL,PNP,PC_ACT_FTE,UK,0.0203 ,0.0221 ,0.0193 e,0.019 e,0.0207 e,0.0219 e,0.0222 e,0.022 e,0.0254 e,0.0269 e,0.0218 e,0.0186 ,0.0192 e,0.0161 ,0.0152 e,0.0201 ,0.0203 e,0.0235 ,0.0255 ,0.0282 p,: ,: 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,AT,: ,: ,1.0142 ,: ,1.1097 ,1.2106 e,1.2363 ,1.3103 ,1.415 e,1.3606 ,1.4394 e,1.4596 ,1.5362 e,1.5468 ,1.6323 e,1.6458 ,1.6956 e,1.7073 ,1.7909 e,1.8591 ,1.8414 e,1.928 e
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,BE,1.2201 ,1.2951 ,1.189 ,1.1852 ,1.163 ,1.1662 ,1.207 ,1.233 ,1.2318 ,1.2522 ,1.2361 ,1.3049 ,1.381 ,1.3837 ,1.4775 ,1.5727 ,1.5944 ,1.6725 ,1.7705 ,1.8527 ,1.9323 e,2.3342 bp
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,BG,0.4574 ,0.4452 ,0.4532 ,0.478 ,0.4775 ,0.4832 ,0.4834 ,0.4913 ,0.4913 ,0.5312 ,0.4905 ,0.5155 ,0.5083 ,0.5291 ,0.5854 ,0.6876 ,0.7844 ,0.7118 ,0.7978 ,0.8071 ,0.8187 ,0.7963 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,CH,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1.7084 ,: ,: ,1.7718 ,: ,1.6836 ,: ,1.8105 ,: ,: 
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,CY,0.2244 ,0.2197 ,0.2569 ,0.2777 ,0.2955 ,0.3239 ,0.3358 ,0.3248 ,0.3111 ,0.3222 ,0.3184 ,0.3093 ,0.2923 ,0.2933 ,0.302 ,0.3016 ,0.3323 ,0.3682 ,0.4285 ,0.4876 ,0.5082 ,0.5144 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,CZ,0.4767 ,0.5175 ,0.5157 ,0.5543 ,0.5681 ,0.8474 b,0.9286 ,0.9585 ,0.9841 ,0.9783 ,1.0071 ,1.0823 ,1.1658 ,1.1889 ,1.2379 ,1.2773 ,1.2588 ,1.3288 ,1.4234 ,1.5068 ,1.5497 ,1.6233 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,DE,1.24 ,1.2271 ,1.2233 e,1.1984 ,1.1867 ,1.1761 ,1.1938 ,1.2355 ,1.2758 ,1.3273 ,1.3898 ,1.4462 ,1.4828 ,1.4661 ,1.5009 ,1.5831 ,1.5939 ,1.656 ,1.7071 ,1.7602 ,1.7827 ,1.7993 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,DK,1.3347 ,1.4091 ,1.5064 ,1.4754 ,1.4968 ,1.5284 ,1.561 ,1.6346 b,2.0147 e,1.9655 ,2.0065 ,2.0486 ,2.0708 ,2.0869 ,2.1016 ,2.1492 ,2.2088 ,2.099 ,2.067 ,2.1239 p,2.1242 p,2.116 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,EA19,0.9954 e,1.0028 e,1.0049 e,1.0021 e,1.0148 e,1.024 e,1.0638 e,1.0959 e,1.1334 e,1.1451 e,1.1768 e,1.2077 e,1.2316 e,1.2469 e,1.2642 e,1.3046 e,1.335 e,1.3956 e,1.452 e,1.4945 e,1.5296 e,1.5888 p
ind9,T,TOTAL,TOTAL,PC_ACT_FTE,EE,0.5571 ,0.5683 ,0.6411 ,0.6366 ,0.7318 ,0.6742 ,0.7108 ,0.7533 ,0.7591 ,0.8104 ,0.79 ,0.8556 ,0.8791 ,0.8862 ,0.8853 ,0.8618 ,0.8664 ,0.9108 ,0.9312 ,0.9644 ,0.9683 ,1.0293 p
