indic_env\time,2021 ,2020 ,2019 ,2018 ,2017 ,2016 ,2015 ,2014 ,2013 ,2012 ,2011 ,2010 ,2009 ,2008 ,2007 ,2006 ,2005 ,2004 ,2003 ,2002 ,2001 ,2000 ,1999 ,1998 ,1997 ,1996 ,1995 ,1994 ,1993 ,1992 ,1991 ,1990 ,1989 ,1988 ,1987 ,1986 ,1985 
PH_GLB,8.049418 ,8.05123 ,8.053262 ,8.055154 ,8.057226 ,8.059585 ,8.062479 ,8.063951 ,8.065038 ,8.067349 ,8.068911 ,8.071079 ,8.0728 ,8.073834 ,8.075664 ,8.077622 ,8.079226 ,8.081141 ,8.082574 ,8.084567 ,8.085887 ,8.087216 ,8.08839 ,8.090807 ,8.094134 ,8.094317 ,8.095863 ,8.097801 ,8.09968 ,8.100142 ,8.101068 ,8.102037 ,8.103109 ,8.104356 ,8.106814 ,8.108444 ,8.109739 
